LOCATION,TIME,Value
MDG,2013,2206.914167
MDG,2014,2414.811667
MDG,2015,2933.508333
MDG,2016,3176.539167
MDG,2017,3116.11
MDG,2018,3334.752255
MAR,1950,3.499
MAR,1951,3.5
MAR,1952,3.5
MAR,1953,3.5
MAR,1954,3.5
MAR,1955,3.5
MAR,1956,3.5
MAR,1957,3.587375
MAR,1958,4.1975
MAR,1959,4.870998
MAR,1960,5.06049
MAR,1961,5.06049
MAR,1962,5.06049
MAR,1963,5.06049
MAR,1964,5.06049
MAR,1965,5.06049
MAR,1966,5.06049
MAR,1967,5.06049
MAR,1968,5.06049
MAR,1969,5.06049
MAR,1970,5.06049
MAR,1971,5.049959
MAR,1972,4.59248
MAR,1973,4.106921
MAR,1974,4.369767
MAR,1975,4.052487
MAR,1976,4.419312
MAR,1977,4.503346
MAR,1978,4.166671
MAR,1979,3.899134
MAR,1980,3.936646
MAR,1981,5.172296
MAR,1982,6.023022
MAR,1983,7.111323
MAR,1984,8.810536
MAR,1985,10.062494
MAR,1986,9.104442
MAR,1987,8.359225
MAR,1988,8.20915
MAR,1989,8.48817
MAR,1990,8.242342
MAR,1991,8.70655
MAR,1992,8.537875
MAR,1993,9.298709
MAR,1994,9.202715
MAR,1995,8.540236
MAR,1996,8.715876
MAR,1997,9.527107
MAR,1998,9.604416
MAR,1999,9.804419
MAR,2000,10.625636
MAR,2001,11.302975
MAR,2002,11.020583
MAR,2003,9.574383
MAR,2004,8.868017
MAR,2005,8.865008
MAR,2006,8.795583
MAR,2007,8.192333
MAR,2008,7.750325
MAR,2009,8.0571
MAR,2010,8.417158
MAR,2011,8.089875
MAR,2012,8.628445
MAR,2013,8.405504
MAR,2014,8.406337
MAR,2015,9.764348
MAR,2016,9.807476
MAR,2017,9.691998
MAR,2018,9.386102
ZMB,1950,0.714286
ZMB,1951,0.714286
ZMB,1952,0.714286
ZMB,1953,0.714286
ZMB,1954,0.714286
ZMB,1955,0.714286
ZMB,1956,0.714286
ZMB,1957,0.714286
ZMB,1958,0.714286
ZMB,1959,0.714286
ZMB,1960,0.714286
ZMB,1961,0.714286
ZMB,1962,0.714286
ZMB,1963,0.714286
ZMB,1964,0.714286
ZMB,1965,0.714286
ZMB,1966,0.714286
ZMB,1967,0.714286
ZMB,1968,0.714286
ZMB,1969,0.714286
ZMB,1970,0.714286
ZMB,1971,0.714286
ZMB,1972,0.000714
ZMB,1973,0.000652
ZMB,1974,0.000643
ZMB,1975,0.000643
ZMB,1976,0.000701
ZMB,1977,0.00079
ZMB,1978,0.000801
ZMB,1979,0.000793
ZMB,1980,0.000789
ZMB,1981,0.00087
ZMB,1982,0.000929
ZMB,1983,0.001259
ZMB,1984,0.001813
ZMB,1985,0.00314
ZMB,1986,0.007788
ZMB,1987,0.009519
ZMB,1988,0.008266
ZMB,1989,0.013814
ZMB,1990,0.030289
ZMB,1991,0.06464
ZMB,1992,0.172214
ZMB,1993,0.452763
ZMB,1994,0.669371
ZMB,1995,0.864119
ZMB,1996,1.2079
ZMB,1997,1.314498
ZMB,1998,1.862069
ZMB,1999,2.388019
ZMB,2000,3.110844
ZMB,2001,3.610935
ZMB,2002,4.398595
ZMB,2003,4.733271
ZMB,2004,4.778875
ZMB,2005,4.465
ZMB,2006,3.601667
ZMB,2007,4.001667
ZMB,2008,3.745
ZMB,2009,5.045
ZMB,2010,4.7975
ZMB,2011,4.861667
ZMB,2012,5.1475
ZMB,2013,5.396483
ZMB,2014,6.154167
ZMB,2015,8.631667
ZMB,2016,10.3075
ZMB,2017,9.517803
ZMB,2018,10.458143
SRB,1997,5.9123
SRB,1998,10.0308
SRB,1999,11.6615
SRB,2000,63.1659
SRB,2001,66.91366
SRB,2002,64.398251
SRB,2003,57.585425
SRB,2004,58.3814
SRB,2005,66.713808
SRB,2006,67.145817
SRB,2007,58.453525
SRB,2008,55.723483
SRB,2009,67.5806
SRB,2010,77.728933
SRB,2011,73.3334
SRB,2012,87.9733
SRB,2013,85.15885
SRB,2014,88.405308
SRB,2015,108.811425
SRB,2016,111.27785
SRB,2017,107.75885
SRB,2018,100.175075
HKG,1950,5.7143
HKG,1951,5.7143
HKG,1952,5.7143
HKG,1953,5.7143
HKG,1954,5.7143
HKG,1955,5.7143
HKG,1956,5.7143
HKG,1957,5.7143
HKG,1958,5.7143
HKG,1959,5.7143
HKG,1960,5.7143
HKG,1961,5.7143
HKG,1962,5.7143
HKG,1963,5.7143
HKG,1964,5.7143
HKG,1965,5.7143
HKG,1966,5.7143
HKG,1967,5.743158
HKG,1968,6.0606
HKG,1969,6.0606
HKG,1970,6.0606
HKG,1971,5.98041
HKG,1972,5.641417
HKG,1973,5.1465
HKG,1974,5.031583
HKG,1975,4.935167
HKG,1976,4.90475
HKG,1977,4.662
HKG,1978,4.683667
HKG,1979,5.002667
HKG,1980,4.976083
HKG,1981,5.589333
HKG,1982,6.069917
HKG,1983,7.265167
HKG,1984,7.818
HKG,1985,7.79075
HKG,1986,7.803333
HKG,1987,7.79825
HKG,1988,7.806
HKG,1989,7.799917
HKG,1990,7.78975
HKG,1991,7.771167
HKG,1992,7.740583
HKG,1993,7.735583
HKG,1994,7.728417
HKG,1995,7.735833
HKG,1996,7.734254
HKG,1997,7.742083
HKG,1998,7.745333
HKG,1999,7.7575
HKG,2000,7.791167
HKG,2001,7.79875
HKG,2002,7.798917
HKG,2003,7.78675
HKG,2004,7.788
HKG,2005,7.777333
HKG,2006,7.767833
HKG,2007,7.801417
HKG,2008,7.786833
HKG,2009,7.75175
HKG,2010,7.769167
HKG,2011,7.784
HKG,2012,7.756417
HKG,2013,7.756
HKG,2014,7.754083
HKG,2015,7.75175
HKG,2016,7.76225
HKG,2017,7.79325
HKG,2018,7.8385
